165	Sep 27, 2025 04:43:27.323920000 WIB	0200050000000000
167	Sep 27, 2025 04:43:27.476049000 WIB	0200000000000000
169	Sep 27, 2025 04:43:27.643958000 WIB	0000000000000000
171	Sep 27, 2025 04:43:27.651941000 WIB	0000000000000000
173	Sep 27, 2025 04:43:29.068013000 WIB	00001e0000000000
175	Sep 27, 2025 04:43:29.187904000 WIB	0000000000000000
177	Sep 27, 2025 04:43:29.195945000 WIB	0000000000000000
179	Sep 27, 2025 04:43:30.516001000 WIB	0000060000000000
181	Sep 27, 2025 04:43:30.619909000 WIB	0000000000000000
183	Sep 27, 2025 04:43:30.627892000 WIB	0000000000000000
185	Sep 27, 2025 04:43:37.259980000 WIB	00000f0000000000
187	Sep 27, 2025 04:43:37.444010000 WIB	0000000000000000
189	Sep 27, 2025 04:43:37.452021000 WIB	0000000000000000
191	Sep 27, 2025 04:43:39.243969000 WIB	0000260000000000
193	Sep 27, 2025 04:43:39.395880000 WIB	0000000000000000
195	Sep 27, 2025 04:43:39.403977000 WIB	0000000000000000
197	Sep 27, 2025 04:43:41.611865000 WIB	00001e0000000000
199	Sep 27, 2025 04:43:41.699988000 WIB	0000000000000000
201	Sep 27, 2025 04:43:41.707983000 WIB	0000000000000000
203	Sep 27, 2025 04:43:42.707848000 WIB	0000060000000000
205	Sep 27, 2025 04:43:42.811970000 WIB	0000000000000000
207	Sep 27, 2025 04:43:42.819853000 WIB	0000000000000000
209	Sep 27, 2025 04:43:44.307859000 WIB	00001d0000000000
211	Sep 27, 2025 04:43:44.395964000 WIB	0000000000000000
213	Sep 27, 2025 04:43:44.403885000 WIB	0000000000000000
215	Sep 27, 2025 04:43:46.683955000 WIB	0200000000000000
217	Sep 27, 2025 04:43:48.011959000 WIB	0200110000000000
219	Sep 27, 2025 04:43:48.203953000 WIB	0200000000000000
221	Sep 27, 2025 04:43:49.027958000 WIB	0000000000000000
223	Sep 27, 2025 04:43:49.035951000 WIB	0000000000000000
225	Sep 27, 2025 04:43:49.891922000 WIB	00001c0000000000
227	Sep 27, 2025 04:43:49.987944000 WIB	0000000000000000
229	Sep 27, 2025 04:43:49.995828000 WIB	0000000000000000
231	Sep 27, 2025 04:43:53.011857000 WIB	0000050000000000
233	Sep 27, 2025 04:43:53.155862000 WIB	0000000000000000
235	Sep 27, 2025 04:43:53.163841000 WIB	0000000000000000
237	Sep 27, 2025 04:43:55.155919000 WIB	00000d0000000000
239	Sep 27, 2025 04:43:55.299931000 WIB	0000000000000000
241	Sep 27, 2025 04:43:55.307920000 WIB	0000000000000000
243	Sep 27, 2025 04:43:56.603919000 WIB	0200000000000000
245	Sep 27, 2025 04:43:57.299795000 WIB	0200150000000000
247	Sep 27, 2025 04:43:57.419799000 WIB	0200000000000000
249	Sep 27, 2025 04:43:57.579808000 WIB	0000000000000000
251	Sep 27, 2025 04:43:57.587846000 WIB	0000000000000000
253	Sep 27, 2025 04:44:00.315810000 WIB	0000170000000000
255	Sep 27, 2025 04:44:00.459838000 WIB	0000000000000000
257	Sep 27, 2025 04:44:00.467827000 WIB	0000000000000000
259	Sep 27, 2025 04:44:02.043904000 WIB	0200000000000000
261	Sep 27, 2025 04:44:02.675800000 WIB	02001d0000000000
263	Sep 27, 2025 04:44:02.819899000 WIB	0200000000000000
265	Sep 27, 2025 04:44:02.963942000 WIB	0000000000000000
267	Sep 27, 2025 04:44:02.971934000 WIB	0000000000000000
269	Sep 27, 2025 04:44:07.755903000 WIB	0200000000000000
271	Sep 27, 2025 04:44:08.675823000 WIB	0200190000000000
273	Sep 27, 2025 04:44:08.811814000 WIB	0200000000000000
275	Sep 27, 2025 04:44:09.067760000 WIB	0000000000000000
277	Sep 27, 2025 04:44:09.075791000 WIB	0000000000000000
279	Sep 27, 2025 04:44:11.675864000 WIB	0000250000000000
281	Sep 27, 2025 04:44:11.811736000 WIB	0000000000000000
283	Sep 27, 2025 04:44:11.819734000 WIB	0000000000000000
285	Sep 27, 2025 04:44:13.611845000 WIB	0000270000000000
287	Sep 27, 2025 04:44:13.723983000 WIB	0000000000000000
289	Sep 27, 2025 04:44:13.731732000 WIB	0000000000000000
291	Sep 27, 2025 04:44:14.571802000 WIB	0000050000000000
293	Sep 27, 2025 04:44:14.667941000 WIB	0000000000000000
295	Sep 27, 2025 04:44:14.675723000 WIB	0000000000000000
297	Sep 27, 2025 04:44:15.851849000 WIB	0000100000000000
299	Sep 27, 2025 04:44:15.939787000 WIB	0000000000000000
301	Sep 27, 2025 04:44:15.947769000 WIB	0000000000000000
303	Sep 27, 2025 04:44:17.531772000 WIB	0200000000000000
305	Sep 27, 2025 04:44:18.635727000 WIB	0200150000000000
307	Sep 27, 2025 04:44:18.723845000 WIB	0200000000000000
309	Sep 27, 2025 04:44:19.171833000 WIB	0000000000000000
311	Sep 27, 2025 04:44:19.179826000 WIB	0000000000000000
313	Sep 27, 2025 04:44:20.675783000 WIB	0000090000000000
315	Sep 27, 2025 04:44:20.835863000 WIB	0000000000000000
317	Sep 27, 2025 04:44:20.843871000 WIB	0000000000000000
319	Sep 27, 2025 04:44:23.299786000 WIB	0000060000000000
321	Sep 27, 2025 04:44:23.427692000 WIB	0000000000000000
323	Sep 27, 2025 04:44:23.435697000 WIB	0000000000000000
325	Sep 27, 2025 04:44:25.187697000 WIB	0200000000000000
327	Sep 27, 2025 04:44:25.579726000 WIB	0200070000000000
329	Sep 27, 2025 04:44:25.691693000 WIB	0200000000000000
331	Sep 27, 2025 04:44:25.851721000 WIB	0000000000000000
333	Sep 27, 2025 04:44:25.859797000 WIB	0000000000000000
335	Sep 27, 2025 04:44:28.083694000 WIB	0200000000000000
337	Sep 27, 2025 04:44:28.435775000 WIB	0200150000000000
339	Sep 27, 2025 04:44:28.571838000 WIB	0200000000000000
341	Sep 27, 2025 04:44:28.643686000 WIB	0000000000000000
343	Sep 27, 2025 04:44:28.651814000 WIB	0000000000000000
345	Sep 27, 2025 04:44:32.635718000 WIB	00001d0000000000
347	Sep 27, 2025 04:44:32.715872000 WIB	0000000000000000
349	Sep 27, 2025 04:44:32.723705000 WIB	0000000000000000
351	Sep 27, 2025 04:44:34.931647000 WIB	0000060000000000
353	Sep 27, 2025 04:44:35.043683000 WIB	0000000000000000
355	Sep 27, 2025 04:44:35.051649000 WIB	0000000000000000
357	Sep 27, 2025 04:44:36.683641000 WIB	0000200000000000
359	Sep 27, 2025 04:44:36.811768000 WIB	0000000000000000
361	Sep 27, 2025 04:44:36.819701000 WIB	0000000000000000
363	Sep 27, 2025 04:44:38.635861000 WIB	0000060000000000
365	Sep 27, 2025 04:44:38.763644000 WIB	0000000000000000
367	Sep 27, 2025 04:44:38.771686000 WIB	0000000000000000
369	Sep 27, 2025 04:44:40.715646000 WIB	00001a0000000000
371	Sep 27, 2025 04:44:40.827662000 WIB	0000000000000000
373	Sep 27, 2025 04:44:40.835661000 WIB	0000000000000000
375	Sep 27, 2025 04:44:45.027632000 WIB	0000060000000000
377	Sep 27, 2025 04:44:45.171776000 WIB	0000000000000000
379	Sep 27, 2025 04:44:45.179737000 WIB	0000000000000000
381	Sep 27, 2025 04:44:46.891741000 WIB	0000100000000000
383	Sep 27, 2025 04:44:47.035610000 WIB	0000000000000000
385	Sep 27, 2025 04:44:47.043653000 WIB	0000000000000000
387	Sep 27, 2025 04:44:48.187749000 WIB	0200000000000000
389	Sep 27, 2025 04:44:48.435636000 WIB	0200140000000000
391	Sep 27, 2025 04:44:48.531670000 WIB	0200000000000000
393	Sep 27, 2025 04:44:48.635730000 WIB	0000000000000000
395	Sep 27, 2025 04:44:48.643599000 WIB	0000000000000000
397	Sep 27, 2025 04:44:56.179692000 WIB	00002e0000000000
399	Sep 27, 2025 04:44:56.299583000 WIB	0000000000000000
401	Sep 27, 2025 04:44:56.307579000 WIB	0000000000000000
